DescripcionCIAN,ActividadBMXID,DescripcionBMX
OTRAS INDUSTRIAS MANUFACTURERAS,8414013,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA (INCLUSO DISEÑO INDUSTRIAL)
OTRAS INDUSTRIAS MANUFACTURERAS,6699021,COMPRAVENTA DE DESPERDICIOS INDUSTRIALES
OTRAS INDUSTRIAS MANUFACTURERAS,6623012,COMPRAVENTA DE COLORANTES PARA LA INDUSTRIA
OTRAS INDUSTRIAS MANUFACTURERAS,3999911,CARTERA DE INDUSTRIA MANUFACTURERA DE ESTADOS ANAL
OTRAS INDUSTRIAS MANUFACTURERAS,3999903,USUARIOS MENORES INDUSTRIA MANUFACTURERA
OTRAS INDUSTRIAS MANUFACTURERAS,3900009,"OTRAS INDUSTRIAS MANUFACTURERAS (JOYERIA, ARTICULOS DE ESCRITORIO, FOTOGRAFICOS, PARA DENTISTA, PARA OPTICA, DEPORTIVOS)"
OTRAS INDUSTRIAS MANUFACTURERAS,3411907,USUARIOS MENORES DE INDUSTRIA SIDERURGICA Y PRODUCTOS METALICOS
OTRAS INDUSTRIAS MANUFACTURERAS,3400009,INDUSTRIAS METÁLICAS BÁSICAS
OTRAS INDUSTRIAS MANUFACTURERAS,3000007,INDUSTRIA QUÍMICA
OTRAS INDUSTRIAS MANUFACTURERAS,2900000,"INDUSTRIAS EDITORIAL, DE IMPRESIÓN Y CONEXAS"
OTRAS INDUSTRIAS MANUFACTURERAS,2800002,INDUSTRIA DEL PAPEL
OTRAS INDUSTRIAS MANUFACTURERAS,2600006,INDUSTRIA Y PRODUCTOS DE MADERA Y CORCHO; EXCEPTO MUEBLES
COMERCIO AL POR MAYOR DE ABARROTES,6999108170,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
COMERCIO AL POR MAYOR DE CARNES,6124010170,COMPRA VENTA DE CARNE DE AVES
COMERCIO AL POR MAYOR DE CARNES,6123012170,COMPRA VENTA DE VISCERAS DE GANADO CRUDAS Y SEMICRUDAS
COMERCIO AL POR MAYOR DE CARNES,6122014170,COMPRA VENTA DE CARNE DE RES Y OTRAS ESPECIES DE GANADO
COMERCIO AL POR MAYOR DE FRUTAS Y VERDURAS FRESCAS,6112023170,COMPRA VENTA DE LEGUMBRES Y HORTALIZAS
COMERCIO AL POR MAYOR DE FRUTAS Y VERDURAS FRESCAS,6112015170,COMPRA VENTA DE FRUTAS
COMERCIO AL POR MAYOR DE HUEVO,6125018170,COMPRA VENTA DE HUEVO
"COMERCIO AL POR MAYOR DE SEMILLAS Y GRANOS ALIMENTICIOS, ESPECIAS Y CHILES SECOS",6612015170,COMPRA VENTA DE SEMILLAS PARA SIEMBRA
"COMERCIO AL POR MAYOR DE SEMILLAS Y GRANOS ALIMENTICIOS, ESPECIAS Y CHILES SECOS",6113013170,COMPRA VENTA DE CHILE SECO Y ESPECIAS
"COMERCIO AL POR MAYOR DE SEMILLAS Y GRANOS ALIMENTICIOS, ESPECIAS Y CHILES SECOS",6111017170,COMPRA VENTA DE SEMILLAS Y GRANOS
COMERCIO AL POR MAYOR DE LECHE Y OTROS PRODUCTOS LACTEOS,6132047170,COMPRA VENTA DE OTROS PRODUCTOS LACTEOS
COMERCIO AL POR MAYOR DE LECHE Y OTROS PRODUCTOS LACTEOS,6132039170,COMPRA VENTA DE LECHE
COMERCIO AL POR MAYOR DE EMBUTIDOS,,
COMERCIO AL POR MAYOR DE DULCES Y MATERIAS PRIMAS PARA REPOSTERIA,6132013170,COMPRA VENTA DE DULCES
COMERCIO AL POR MAYOR DE OTROS ALIMENTOS,6133029,COMPRAVENTA DE ALIMENTOS PARA AVES Y OTROS ANIMALES
COMERCIO AL POR MAYOR DE OTROS ALIMENTOS,6133011,COMPRAVENTA DE ALIMENTO PARA GANADO
COMERCIO AL POR MAYOR DE OTROS ALIMENTOS,6132071,VENTA Y DISTRIBUCION DE DESPENSAS FAMILIARES
COMERCIO AL POR MAYOR DE OTROS ALIMENTOS,6132063170,COMPRA VENTA DE SAL
COMERCIO AL POR MAYOR DE BEBIDAS,6699013170,COMPRA VENTA DE CERAS Y PARAFINAS
COMERCIO AL POR MAYOR DE BEBIDAS,6136023170,COMPRA VENTA DE VINOS Y LICORES
COMERCIO AL POR MAYOR DE BEBIDAS,6136015170,COMPRA VENTA DE PULQUE
COMERCIO AL POR MAYOR DE BEBIDAS,6135017170,COMPRA VENTA DE CERVEZA
"COMERCIO AL POR MAYOR DE CIGARROS, PUROS Y TABACO",6139027170,COMPRA VENTA DE TABACOS PUROS Y CIGARROS
"COMERCIO AL POR MAYOR DE CIGARROS, PUROS Y TABACO",6139019170,COMPRA VENTA DE TABACO
"COMERCIO AL POR MAYOR  DE PRODUCTOS TEXTILES, EXCEPTO ROPA",6999033,COMPRAVENTA DE JARCIERIA REATAS CANASTAS Y ARTICULOS TEJIDOS DE FIBRA
"COMERCIO AL POR MAYOR  DE PRODUCTOS TEXTILES, EXCEPTO ROPA",6626016170,COMPRA VENTA DE ANILINAS
"COMERCIO AL POR MAYOR  DE PRODUCTOS TEXTILES, EXCEPTO ROPA",6216023170,COMPRA VENTA DE OTROS PRODUCTOS TEXTILES
"COMERCIO AL POR MAYOR  DE PRODUCTOS TEXTILES, EXCEPTO ROPA",6216015170,COMPRA VENTA DE CASIMIRES
"COMERCIO AL POR MAYOR  DE PRODUCTOS TEXTILES, EXCEPTO ROPA",6215025,COMPRAVENTA DE ARTICULOS DE BONETERIA
"COMERCIO AL POR MAYOR  DE PRODUCTOS TEXTILES, EXCEPTO ROPA",6215017170,COMPRA VENTA DE ARTICULOS DE MERCERIA Y SEDERIA
"COMERCIO AL POR MAYOR  DE PRODUCTOS TEXTILES, EXCEPTO ROPA",6213011170,COMPRA VENTA DE SOMBREROS
COMERCIO AL POR MAYOR DE ROPA,6325022170,COMPRA VENTA DE ARTICULOS DE YUTE Y HENEQUEN
COMERCIO AL POR MAYOR DE ROPA,6211023170,COMPRA VENTA DE ROPA
COMERCIO AL POR MAYOR DE ROPA,6211015170,COMPRA VENTA DE ARTICULOS DE LENCERIA
COMERCIO AL POR MAYOR DE CALZADO,6212013170,COMPRA VENTA DE CALZADO
COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS,6232011170,DISTRIBUCION DE OTROS PRODUCTOS QUIMICOS-FARMACEUTICOS
COMERCIO AL POR MAYOR DE ARTICULOS DE PERFUMERIA,,
COMERCIO AL POR MAYOR DE ARTICULOS DE JOYERIA Y OTROS ACCESORIOS DE VESTIR,6999017170,COMPRA VENTA DE DIAMANTES
COMERCIO AL POR MAYOR DE ARTICULOS DE JOYERIA Y OTROS ACCESORIOS DE VESTIR,6692017170,COMPRA VENTA DE ARTICULOS DE PELETERIA
COMERCIO AL POR MAYOR DE ARTICULOS DE JOYERIA Y OTROS ACCESORIOS DE VESTIR,6225024170,COMPRA VENTA DE OTRAS JOYAS
COMERCIO AL POR MAYOR DE ARTICULOS DE JOYERIA Y OTROS ACCESORIOS DE VESTIR,6225016170,COMPRA VENTA DE ARTICULOS DE PLATA
"COMERCIO AL POR MAYOR DE DISCOS, JUGUETES Y ARTICULOS DEPORTIVOS",6813019170,COMPRA VENTA DE BICICLETAS Y SUS ACCESORIOS
"COMERCIO AL POR MAYOR DE DISCOS, JUGUETES Y ARTICULOS DEPORTIVOS",6323018170,COMPRA VENTA DE DISCOS Y CASSETTES
"COMERCIO AL POR MAYOR DE DISCOS, JUGUETES Y ARTICULOS DEPORTIVOS",6223010170,COMPRA VENTA DE JUGUETES
"COMERCIO AL POR MAYOR DE DISCOS, JUGUETES Y ARTICULOS DEPORTIVOS",6221014170,COMPRA VENTA DE ARTICULOS PARA DEPORTE
COMERCIO AL POR MAYOR DE ARTICULOS DE PAPELERIA,6693015170,COMPRA VENTA DE DESPERDICIOS DE PAPEL
COMERCIO AL POR MAYOR DE LIBROS,6227012170,COMPRA VENTA DE LIBROS
COMERCIO AL POR MAYOR DE REVISTAS Y PERIODICOS,6228010,DISTRIBUCION Y COMPRAVENTA DE PERIODICOS Y REVISTAS
COMERCIO AL POR MAYOR DE ELECTRODOMESTICOS MENORES Y APARATOS DE LINEA BLANCA,6729018170,COMPRA VENTA DE EQUIPOS DE REFRIGERACION COMERCIAL
COMERCIO AL POR MAYOR DE ELECTRODOMESTICOS MENORES Y APARATOS DE LINEA BLANCA,6419023170,COMPRA VENTA DE REFACCIONES PARA APARATOS ELECTRICOS
COMERCIO AL POR MAYOR DE ELECTRODOMESTICOS MENORES Y APARATOS DE LINEA BLANCA,6311039,COMPRAVENTA DE OTROS APARATOS ELECTRICOS Y ELECTRONICOS DE USO DOMESTICO
COMERCIO AL POR MAYOR DE ELECTRODOMESTICOS MENORES Y APARATOS DE LINEA BLANCA,6311021170,COMPRA VENTA DE TELEVISORES CONSOLAS RADIOS MODULARES Y TOCACINTAS
COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIA,149907010,EMPLEADO DEL SECTOR AGROPECUARIO
"COMERCIO AL POR MAYOR DE MATERIALES PARA LA CONSTRUCCION, EXCEPTO DE MADERA",6629010170,COMPRA VENTA DE MATERIALES PARA CONSTRUCCION
"COMERCIO AL POR MAYOR DE MATERIALES PARA LA CONSTRUCCION, EXCEPTO DE MADERA",6621016170,COMPRA VENTA DE CEMENTO CAL YESO Y OTROS PRODUCTOS A BASE DE MINERALES NO METALICOS
"COMERCIO AL POR MAYOR DE MATERIALES PARA LA CONSTRUCCION, EXCEPTO DE MADERA",3332012,FABRICACION DE MATERIALES PARA MUROS
COMERCIO AL POR MAYOR DE MATERIAS PRIMAS PARA OTRAS INDUSTRIAS,6699039170,COMPRA VENTA DE MATERIAS PRIMAS DE ORIGEN MINERAL
COMERCIO AL POR MAYOR DE MATERIAS PRIMAS PARA OTRAS INDUSTRIAS,6619037170,COMPRA VENTA DE OTRAS MATERIAS PRIMAS VEGETALES
COMERCIO AL POR MAYOR DE MATERIAS PRIMAS PARA OTRAS INDUSTRIAS,6619011170,COMPRA VENTA DE HENEQUEN E IXTLE
COMERCIO AL POR MAYOR DE MATERIAS PRIMAS PARA OTRAS INDUSTRIAS,6126024170,COMPRA VENTA DE MATERIAS PRIMAS ANIMALES
COMERCIO AL POR MAYOR DE COMBUSTIBLES DE USO INDUSTRIAL,6514013170,COMPRA VENTA DE PETROLEO COMBUSTIBLE
COMERCIO AL POR MAYOR DE ARTICULOS DESECHABLES,,
COMERCIO AL POR MAYOR DE MATERIALES DE DESECHO,6699021170,COMPRA VENTA DE DESPERDICIOS INDUSTRIALES
"COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO AGROPECUARIO, FORESTAL Y PARA LA PESCA",6711015170,COMPRA VENTA DE MAQUINARIA EQUIPO E IMPLEMENTOS PARA LA AGRICULTURA Y LA GANADERIA
COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LA CONSTRUCCION Y LA MINERIA,6731013170,COMPRA VENTA DE BASCULAS BALANZAS Y APARATOS SIMILARES PARA EQUIPO  PESADO
COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LA CONSTRUCCION Y LA MINERIA,6712013170,COMPRA VENTA DE ARTICULOS PARA LA EXPLOTACION DE MINAS
COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA MANUFACTURERA,6991013170,COMPRA VENTA DE ARMAS DE FUEGO
COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA MANUFACTURERA,6719019170,COMPRA VENTA DE REFACCIONES PARA MAQUINARIA
COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LOS SERVICIOS Y PARA ACTIVIDADES COMERCIALES,6729034170,COMPRA VENTA DE EQUIPO CONTRA INCENDIO
COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LOS SERVICIOS Y PARA ACTIVIDADES COMERCIALES,6714027170,COMPRA VENTA DE MAQUINARIA USADA
COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LOS SERVICIOS Y PARA ACTIVIDADES COMERCIALES,6714019170,COMPRA VENTA DE MAQUINARIA NUEVA
"COMERCIO AL POR MAYOR DE MAQUINARIA, MOBILIARIO Y EQUIPO DE USO GENERAL",6739017170,COMPRA VENTA DE APARATOS CIENTIFICOS Y DE PRECISION
"COMERCIO AL POR MAYOR DE MAQUINARIA, MOBILIARIO Y EQUIPO DE USO GENERAL",6721014170,COMPRA VENTA DE MAQUINAS DE ESCRIBIR
"COMERCIO AL POR MAYOR DE MAQUINARIA, MOBILIARIO Y EQUIPO DE USO GENERAL",6313019170,COMPRA VENTA DE MAQUINAS DE COSER Y TEJEDORAS
COMERCIO AL POR MAYOR DE CAMIONES,,
INTERMEDIACION AL POR MAYOR,,
COMERCIO AL POR MAYOR POR MEDIOS MASIVOS DE COMUNICACION Y OTROS MEDIOS,,
"COMERCIO AL POR MENOR EN TIENDAS DE ABARROTES, ULTRAMARINOS Y MISCELANEAS",6131023,TIENDA DE ABARROTES Y MISCELANEA
COMERCIO AL POR MENOR DE CARNES,6131015,SALCHICHONERIA
COMERCIO AL POR MENOR DE FRUTAS Y VERDURAS FRESCAS,,
COMERCIO AL POR MENOR DE HUEVO,,
"COMERCIO AL POR MENOR DE SEMILLAS Y GRANOS ALIMENTICIOS, ESPECIAS Y CHILES SECOS",2028034,DESCASCARADORA Y TOSTADORA DE SEMILLA DE CALABAZA
"COMERCIO AL POR MENOR DE LECHE PROCESADA, OTROS PRODUCTOS LACTEOS Y EMBUTIDOS",2051027,PASTEURIZACION HOMOGENEIZACION Y ENVASADO DE LECHE
"COMERCIO AL POR MENOR DE LECHE PROCESADA, OTROS PRODUCTOS LACTEOS Y EMBUTIDOS",2051019060,FABRICACION Y REHIDRATACION DE LECHE
COMERCIO AL POR MENOR DE DULCES Y MATERIAS PRIMAS PARA REPOSTERIA,,
COMERCIO AL POR MENOR DE OTROS ALIMENTOS,,
COMERCIO AL POR MENOR DE BEBIDAS,,
"COMERCIO AL POR MENOR DE CIGARROS, PUROS Y TABACO",,
COMERCIO AL POR MENOR EN TIENDAS DE AUTOSERVICIO,6411011,TIENDA DE AUTOSERVICIO
COMERCIO AL POR MENOR EN TIENDAS DEPARTAMENTALES,6412019,TIENDAS DE DEPARTAMENTOS ESPECIALIZADOS EXCEPTO DE COMESTIBLES
"COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES, EXCEPTO ROPA",6216031170,COMPRA VENTA DE TELAS
COMERCIO AL POR MENOR DE ROPA Y ACCESORIOS DE VESTIR,6239017170,COMPRA VENTA DE PARAGUAS SOMBRILLAS ROPA USADA Y OTROS ARTICULOS DE USO PERSONAL
COMERCIO AL POR MENOR DE CALZADO,,
COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y NATURISTAS,,
COMERCIO AL POR MENOR DE LENTES Y APARATOS ORTOPEDICOS,6732029170,COMPRA VENTA DE ARTICULOS Y APARATOS ORTOPEDICOS
COMERCIO AL POR MENOR DE LENTES Y APARATOS ORTOPEDICOS,3962017,FABRICACION Y REPARACION DE APARATOS ORTOPEDICOS
COMERCIO AL POR MENOR DE ARTICULOS DE PERFUMERIA Y JOYERIA,6231021170,COMPRA VENTA DE PERFUMES
COMERCIO AL POR MENOR DE ARTICULOS PARA EL ESPARCIMIENTO,6225032170,COMPRA VENTA DE RELOJES
COMERCIO AL POR MENOR DE ARTICULOS PARA EL ESPARCIMIENTO,6224018170,COMPRA VENTA DE INSTRUMENTOS Y ARTICULOS MUSICALES
"COMERCIO AL POR MENOR DE ARTICULOS DE PAPELERIA, LIBROS Y PERIODICOS",,
"COMERCIO AL POR MENOR DE MASCOTAS, REGALOS, ARTICULOS RELIGIOSOS, ARTESANIAS, ARTICULOS EN TIENDAS IMPORTADORAS Y OTROS ARTICULOS DE USO PERSONAL",6325048170,COMPRA VENTA DE ARTICULOS REGIONALES CURIOSIDADES Y ARTESANIAS
"COMERCIO AL POR MENOR DE MASCOTAS, REGALOS, ARTICULOS RELIGIOSOS, ARTESANIAS, ARTICULOS EN TIENDAS IMPORTADORAS Y OTROS ARTICULOS DE USO PERSONAL",6325030170,COMPRA VENTA DE ARTICULOS PARA REGALO
"COMERCIO AL POR MENOR DE MASCOTAS, REGALOS, ARTICULOS RELIGIOSOS, ARTESANIAS, ARTICULOS EN TIENDAS IMPORTADORAS Y OTROS ARTICULOS DE USO PERSONAL",6324016170,COMPRA VENTA DE ARTICULOS RELIGIOSOS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6999132,CONSUMOS PERSONALES
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6999075170,COMPRA VENTA DE VELAS Y VELADORAS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6739017,COMPRAVENTA DE APARATOS CIENTIFICOS Y DE PRECISION
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6732029,COMPRAVENTA DE ARTICULOS Y APARATOS ORTOPEDICOS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6729026,COMPRAVENTA DE ACCESORIOS PARA MUEBLES
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6722012170,COMPRA VENTA DE EQUIPO Y MOBILIARIO PARA HOTELES RESTAURANTES BILLARES BOLICHES PELUQUERIAS Y SALONES DE BELLEZA
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6712013,COMPRAVENTA DE ARTICULOS PARA LA EXPLOTACION DE MINAS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6699013,COMPRAVENTA DE CERAS Y PARAFINAS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6693015,COMPRAVENTA DE DESPERDICIOS DE PAPEL
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6692017,COMPRAVENTA DE ARTICULOS DE PELETERIA
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6691019,COMPRAVENTA DE FERTILIZANTES Y PLAGUICIDAS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6629028,COMPRAVENTA DE TAPICES
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6626032,COMPRAVENTA DE COSTALES Y BOLSAS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6626024,COMPRAVENTA DE ARTICULOS DE TLAPALERIA
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6626016,COMPRAVENTA DE ANILINAS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6623020,COMPRAVENTA DE PINTURAS BARNICES Y BROCHAS
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6619037,COMPRAVENTA DE OTRAS MATERIAS PRIMAS VEGETALES
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6329016170,COMPRA VENTA DE OTROS ARTICULOS PARA EL HOGAR
COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OTROS ENSERES DOMESTICOS,6312011170,COMPRA VENTA DE MUEBLES
"COMERCIO AL POR MENOR DE COMPUTADORAS, TELEFONOS Y OTROS APARATOS DE COMUNICACION",6721022171,COMPRA VENTA DE HARDWARE
COMERCIO AL POR MENOR DE ARTICULOS PARA LA DECORACION DE INTERIORES,6326020170,COMPRA VENTA DE FLORES Y ADORNOS FLORALES NATURALES
COMERCIO AL POR MENOR DE ARTICULOS PARA LA DECORACION DE INTERIORES,6326012170,COMPRA VENTA DE FLORES Y ADORNOS FLORALES ARTIFICIALES
COMERCIO AL POR MENOR DE ARTICULOS PARA LA DECORACION DE INTERIORES,6325014170,COMPRA VENTA DE ANTIGUEDADES
COMERCIO AL POR MENOR DE ARTICULOS PARA LA DECORACION DE INTERIORES,6322010170,COMPRA VENTA DE ARTICULOS PARA DECORACION
COMERCIO AL POR MENOR DE ARTICULOS PARA LA DECORACION DE INTERIORES,3999052,FABRICACION DE FLORES ARTIFICIALES
COMERCIO AL POR MENOR DE ARTICULOS USADOS,6694013170,COMPRA VENTA DE FIERRO USADO
"COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA, TLAPALERIA Y VIDRIOS",6714035,COMPRAVENTA DE EQUIPO DE TRABAJO Y PROTECCION INDUSTRIAL
"COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA, TLAPALERIA Y VIDRIOS",6626024170,COMPRA VENTA DE ARTICULOS DE TLAPALERIA
"COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA, TLAPALERIA Y VIDRIOS",6625018170,COMPRA VENTA DE VIDRIOS CRISTALES Y EMPLOMADOS
"COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA, TLAPALERIA Y VIDRIOS",6622022,COMPRAVENTA DE ARTICULOS DE FERRETERIA
"COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA, TLAPALERIA Y VIDRIOS",6622014170,COMPRA VENTA DE FIERRO LAMINADO Y EN LINGOTES
"COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA, TLAPALERIA Y VIDRIOS",6226014170,COMPRA VENTA DE ARTICULOS DE TALABARTERIA
COMERCIO AL POR MENOR DE AUTOMOVILES Y CAMIONETAS,6812011170,COMPRA VENTA DE AUTOMOVILES Y CAMIONES USADOS
COMERCIO AL POR MENOR DE AUTOMOVILES Y CAMIONETAS,6811013170,COMPRA VENTA DE AUTOMOVILES Y CAMIONES NUEVOS
"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES PARA AUTOMOVILES, CAMIONETAS Y CAMIONES",6815015,COMPRAVENTA DE REFACCIONES Y ACCESORIOS NUEVOS PARA AUTOS Y CAMIONES
COMERCIO AL POR MENOR DE MOTOCICLETAS Y OTROS VEHICULOS DE MOTOR,8912017,SERVICIOS DE REPARACION DE MOTOCICLETAS Y BICICLETAS
COMERCIO AL POR MENOR DE MOTOCICLETAS Y OTROS VEHICULOS DE MOTOR,6813027170,COMPRA VENTA DE MOTOCICLETAS Y SUS ACCESORIOS
COMERCIO AL POR MENOR DE MOTOCICLETAS Y OTROS VEHICULOS DE MOTOR,3892016,FABRICACION DE PARTES REFACCIONES Y ACCESORIOS PARA MOTOCICLETAS BICICLETAS Y OTROS VEHICULOS DE PEDAL
COMERCIO AL POR MENOR DE MOTOCICLETAS Y OTROS VEHICULOS DE MOTOR,3891018,FABRICACION Y ENSAMBLE DE MOTOCICLETAS BICICLETAS Y OTROS VEHICULOS DE PEDAL
COMERCIO AL POR MENOR DE COMBUSTIBLES,6513015170,COMPRA VENTA DE GASOLINA Y DIESEL
"COMERCIO AL POR MENOR DE ACEITES Y GRASAS LUBRICANTES, ADITIVOS Y SIMILARES",6515011,COMPRAVENTA DE LUBRICANTES
"COMERCIO AL POR MENOR DE ACEITES Y GRASAS LUBRICANTES, ADITIVOS Y SIMILARES",3113016160,FABRICACION DE ACEITES Y LUBRICANTES (GOBIERNO)
"COMERCIO AL POR MENOR DE ACEITES Y GRASAS LUBRICANTES, ADITIVOS Y SIMILARES",3113016,FABRICACION DE ACEITES Y LUBRICANTES
INTERMEDIACION AL POR MENOR,,
COMERCIO AL POR MENOR POR MEDIOS MASIVOS DE COMUNICACION Y OTROS MEDIOS,,
TRANSPORTE AEREO REGULAR,7311012,TRANSPORTACION AEREA DE PASAJEROS
TRANSPORTE AEREO NO REGULAR,,
TRANSPORTE POR FERROCARRIL,7131014131,FERROCARRILES (GOBIERNO)
TRANSPORTE POR FERROCARRIL,7131014,FERROCARRILES
TRANSPORTE MARITIMO,7212012131,TRANSPORTES MARITIMOS DE CABOTAJE (GOBIERNO)
TRANSPORTE MARITIMO,7212012,TRANSPORTES MARITIMOS DE CABOTAJE
TRANSPORTE MARITIMO,7211014131,AGENCIA DE VAPORES Y BUQUES (GOBIERNO)
TRANSPORTE MARITIMO,7211014,AGENCIA DE VAPORES Y BUQUES
TRANSPORTE POR AGUAS INTERIORES,,
AUTOTRANSPORTE LOCAL DE CARGA GENERAL,,
AUTOTRANSPORTE FORANEO DE CARGA GENERAL,7129019131,TRANSPORTE DE CARGA FORANEA (GOBIERNO)
AUTOTRANSPORTE FORANEO DE CARGA GENERAL,7129019,TRANSPORTE DE CARGA FORANEA
AUTOTRANSPORTE FORANEO DE CARGA GENERAL,7121015131,AUTOTRANSPORTE DE MATERIALES DE CONSTRUCCION (GOBIERNO)
AUTOTRANSPORTE FORANEO DE CARGA GENERAL,7121015,AUTOTRANSPORTE DE MATERIALES DE CONSTRUCCION
SERVICIO DE MUDANZAS,7122013131,AGENCIA DE MUDANZAS (GOBIERNO)
SERVICIO DE MUDANZAS,7122013,AGENCIA DE MUDANZAS
"AUTOTRANSPORTE LOCAL DE CARGA ESPECIALIZADO, EXCEPTO MUDANZAS",7123011131,AUTOTRANSPORTE DE CARGA DE PRODUCTOS ESPECIFICOS (GOBIERNO)
"AUTOTRANSPORTE LOCAL DE CARGA ESPECIALIZADO, EXCEPTO MUDANZAS",7123011,AUTOTRANSPORTE DE CARGA DE PRODUCTOS ESPECIFICOS
"AUTOTRANSPORTE FORANEO DE CARGA ESPECIALIZADO, EXCEPTO MUDANZAS",,
TRANSPORTE COLECTIVO DE PASAJEROS URBANO Y SUBURBANO,7113012131,TRANSPORTE EN AUTOMOVIL DE RULETEO (GOBIERNO)
TRANSPORTE COLECTIVO DE PASAJEROS URBANO Y SUBURBANO,7113012,TRANSPORTE EN AUTOMOVIL DE RULETEO
TRANSPORTE COLECTIVO DE PASAJEROS URBANO Y SUBURBANO,7111016131,TRANSPORTE EN AUTOBUS URBANO Y SUBURBANO DE PASAJEROS (GOBIERNO)
TRANSPORTE COLECTIVO DE PASAJEROS URBANO Y SUBURBANO,7111016,TRANSPORTE EN AUTOBUS URBANO Y SUBURBANO DE PASAJEROS
TRANSPORTE DE PASAJEROS INTERURBANO Y RURAL,7311012131,TRANSPORTACION AEREA DE PASAJEROS (GOBIERNO)
TRANSPORTE DE PASAJEROS INTERURBANO Y RURAL,7133010131,TRANSPORTE EN FERROCARRIL URBANO (METRO) (GOBIERNO)
TRANSPORTE DE PASAJEROS INTERURBANO Y RURAL,7133010,TRANSPORTE EN FERROCARRIL URBANO (METRO)
TRANSPORTE DE PASAJEROS INTERURBANO Y RURAL,7132012131,TRANVIAS Y TROLEBUSES (GOBIERNO)
TRANSPORTE DE PASAJEROS INTERURBANO Y RURAL,7132012,TRANVIAS Y TROLEBUSES
TRANSPORTE DE PASAJEROS INTERURBANO Y RURAL,7112014131,TRANSPORTE EN AUTOBUS FORANEO DE PASAJEROS (GOBIERNO)
TRANSPORTE DE PASAJEROS INTERURBANO Y RURAL,7112014,TRANSPORTE EN AUTOBUS FORANEO DE PASAJEROS
SERVICIO DE TAXIS,,
SERVICIO DE LIMUSINAS,,
TRANSPORTE ESCOLAR Y DE PERSONAL,7119010131,AUTOTRANSPORTE ESCOLAR TURISTICO EN AUTOBUS Y OTROS ESPECIALIZADOS  EXCEPTO AMBULANCIAS (GOBIERNO)
